Country,Authority,Measure,Year,Patents
Latvia,United States Patent and Trademark Office,Patent applications,2011,12.9167
Latvia,United States Patent and Trademark Office,Patent grants,2011,7.9166999
Latvia,European Patent Office,Patent grants,2012,15.4881
Latvia,World Intellectual Property Organization,Patent applications,2012,32.788094
Latvia,United States Patent and Trademark Office,Patent applications,2012,15.1167
Latvia,United States Patent and Trademark Office,Patent grants,2012,7.8667002
Latvia,European Patent Office,Patent grants,2013,25.5
Latvia,World Intellectual Property Organization,Patent applications,2013,34.666668
Latvia,United States Patent and Trademark Office,Patent applications,2013,10.9333
Latvia,United States Patent and Trademark Office,Patent grants,2013,9.2333002
Latvia,European Patent Office,Patent grants,2014,3.6666999
Latvia,World Intellectual Property Organization,Patent applications,2014,12.666667
Latvia,United States Patent and Trademark Office,Patent applications,2014,11.75
Latvia,United States Patent and Trademark Office,Patent grants,2014,5.5
Latvia,European Patent Office,Patent grants,2015,17.200001
Latvia,World Intellectual Property Organization,Patent applications,2015,30.200001
Latvia,United States Patent and Trademark Office,Patent applications,2015,11.5333
Latvia,United States Patent and Trademark Office,Patent grants,2015,10.5333
Latvia,European Patent Office,Patent grants,2016,5.9110999
Latvia,World Intellectual Property Organization,Patent applications,2016,22.644444
Latvia,United States Patent and Trademark Office,Patent applications,2016,14.7833
Latvia,United States Patent and Trademark Office,Patent grants,2016,10.7333
Latvia,European Patent Office,Patent grants,2017,12.2667
Latvia,World Intellectual Property Organization,Patent applications,2017,32.950001
Latvia,United States Patent and Trademark Office,Patent applications,2017,16.35
Latvia,United States Patent and Trademark Office,Patent grants,2017,10.5167
Latvia,European Patent Office,Patent grants,2018,8.5
Latvia,World Intellectual Property Organization,Patent applications,2018,33.576923
Latvia,United States Patent and Trademark Office,Patent applications,2018,22.7952
Latvia,United States Patent and Trademark Office,Patent grants,2018,12.2952
Latvia,European Patent Office,Patent grants,2019,15.3833
Latvia,World Intellectual Property Organization,Patent applications,2019,30.521429
Latvia,United States Patent and Trademark Office,Patent applications,2019,29.038099
Latvia,United States Patent and Trademark Office,Patent grants,2019,23.0714
Latvia,European Patent Office,Patent grants,2020,14.0
Latvia,World Intellectual Property Organization,Patent applications,2020,42.911598
Latvia,United States Patent and Trademark Office,Patent applications,2020,31.717899
Latvia,United States Patent and Trademark Office,Patent grants,2020,16.3929
Latvia,European Patent Office,Patent grants,2021,11.4
Latvia,World Intellectual Property Organization,Patent applications,2021,39.421677
Latvia,United States Patent and Trademark Office,Patent applications,2021,28.35
Latvia,United States Patent and Trademark Office,Patent grants,2021,7.25
Latvia,World Intellectual Property Organization,Patent applications,2022,47.950001
Latvia,United States Patent and Trademark Office,Patent applications,2022,20.1429
Latvia,World Intellectual Property Organization,Patent applications,2023,38.665558
Latvia,World Intellectual Property Organization,Patent applications,2024,42.187531
Lithuania,European Patent Office,Patent applications,2009,8.3999996
Lithuania,European Patent Office,Patent grants,2009,7.4000001
Lithuania,World Intellectual Property Organization,Patent applications,2009,14.366667
Lithuania,European Patent Office,Patent applications,2010,15.9
Lithuania,European Patent Office,Patent grants,2010,7.4000001
Lithuania,World Intellectual Property Organization,Patent applications,2010,20.799999
Lithuania,European Patent Office,Patent applications,2011,19.85
Lithuania,European Patent Office,Patent grants,2011,12.6
Lithuania,World Intellectual Property Organization,Patent applications,2011,18.85
Lithuania,European Patent Office,Patent applications,2012,35.8139
Lithuania,European Patent Office,Patent grants,2012,20.257099
Lithuania,World Intellectual Property Organization,Patent applications,2012,45.601589
Lithuania,European Patent Office,Patent applications,2013,23.049999
Lithuania,European Patent Office,Patent grants,2013,15.5
Lithuania,World Intellectual Property Organization,Patent applications,2013,44.174999
Lithuania,European Patent Office,Patent applications,2014,33.211899
Lithuania,European Patent Office,Patent grants,2014,18.35
Lithuania,World Intellectual Property Organization,Patent applications,2014,47.878571
Lithuania,European Patent Office,Patent applications,2015,26.742901
Lithuania,European Patent Office,Patent grants,2015,17.3333
Lithuania,World Intellectual Property Organization,Patent applications,2015,25.138096
Lithuania,European Patent Office,Patent applications,2016,30.0583
Lithuania,European Patent Office,Patent grants,2016,13.875
Lithuania,World Intellectual Property Organization,Patent applications,2016,35.625
Lithuania,European Patent Office,Patent applications,2017,29.700001
Lithuania,European Patent Office,Patent grants,2017,15.4167
Lithuania,World Intellectual Property Organization,Patent applications,2017,35.150002
Lithuania,European Patent Office,Patent applications,2018,36.277802
Lithuania,European Patent Office,Patent grants,2018,21.5833
Lithuania,World Intellectual Property Organization,Patent applications,2018,33.194443
Lithuania,European Patent Office,Patent applications,2019,46.1889
Lithuania,European Patent Office,Patent grants,2019,17.5
Lithuania,World Intellectual Property Organization,Patent applications,2019,40.655556
Lithuania,European Patent Office,Patent applications,2020,59.049999
Lithuania,European Patent Office,Patent grants,2020,25.383301
Lithuania,World Intellectual Property Organization,Patent applications,2020,38.208332
Lithuania,European Patent Office,Patent applications,2021,79.366699
Lithuania,European Patent Office,Patent grants,2021,25.15
Lithuania,World Intellectual Property Organization,Patent applications,2021,49.301189
Lithuania,European Patent Office,Patent applications,2022,72.141701
Lithuania,World Intellectual Property Organization,Patent applications,2022,31.383333
Lithuania,World Intellectual Property Organization,Patent applications,2023,38.955189
Lithuania,World Intellectual Property Organization,Patent applications,2024,39.966293
Luxembourg,European Patent Office,Patent applications,2009,78.125099
Luxembourg,European Patent Office,Patent grants,2009,44.100101
Luxembourg,World Intellectual Property Organization,Patent applications,2009,54.85844
Luxembourg,United States Patent and Trademark Office,Patent applications,2009,65.1437
Luxembourg,United States Patent and Trademark Office,Patent grants,2009,53.799702
Luxembourg,European Patent Office,Patent applications,2010,79.282097
Luxembourg,European Patent Office,Patent grants,2010,47.834499
Luxembourg,World Intellectual Property Organization,Patent applications,2010,56.544048
Luxembourg,United States Patent and Trademark Office,Patent applications,2010,67.998802
Luxembourg,United States Patent and Trademark Office,Patent grants,2010,45.432098
Luxembourg,European Patent Office,Patent applications,2011,75.0214
Luxembourg,European Patent Office,Patent grants,2011,49.1563
Luxembourg,World Intellectual Property Organization,Patent applications,2011,69.307938
Luxembourg,United States Patent and Trademark Office,Patent applications,2011,87.848
Luxembourg,United States Patent and Trademark Office,Patent grants,2011,53.258301
Luxembourg,European Patent Office,Patent applications,2012,68.633301
Luxembourg,European Patent Office,Patent grants,2012,43.740501
Luxembourg,World Intellectual Property Organization,Patent applications,2012,68.477379
Luxembourg,United States Patent and Trademark Office,Patent applications,2012,71.609497
Luxembourg,United States Patent and Trademark Office,Patent grants,2012,48.796398
Luxembourg,European Patent Office,Patent applications,2013,80.076202
Luxembourg,European Patent Office,Patent grants,2013,51.559502
Luxembourg,World Intellectual Property Organization,Patent applications,2013,63.75238
Luxembourg,United States Patent and Trademark Office,Patent applications,2013,69.561897
Luxembourg,United States Patent and Trademark Office,Patent grants,2013,46.325401
Luxembourg,European Patent Office,Patent applications,2014,78.226196
Luxembourg,European Patent Office,Patent grants,2014,51.7155
Luxembourg,World Intellectual Property Organization,Patent applications,2014,81.621033
Luxembourg,United States Patent and Trademark Office,Patent applications,2014,73.494003
Luxembourg,United States Patent and Trademark Office,Patent grants,2014,51.267899
Luxembourg,European Patent Office,Patent applications,2015,103.9994
Luxembourg,European Patent Office,Patent grants,2015,61.312199
Luxembourg,World Intellectual Property Organization,Patent applications,2015,77.283607
Luxembourg,United States Patent and Trademark Office,Patent applications,2015,85.281197
Luxembourg,United States Patent and Trademark Office,Patent grants,2015,55.931198
Luxembourg,European Patent Office,Patent applications,2016,107.2766
Luxembourg,European Patent Office,Patent grants,2016,63.104401
Luxembourg,World Intellectual Property Organization,Patent applications,2016,91.356735
Luxembourg,United States Patent and Trademark Office,Patent applications,2016,85.852798
Luxembourg,United States Patent and Trademark Office,Patent grants,2016,53.945599
Luxembourg,European Patent Office,Patent applications,2017,92.692497
Luxembourg,European Patent Office,Patent grants,2017,60.291302
Luxembourg,World Intellectual Property Organization,Patent applications,2017,81.123413
Luxembourg,United States Patent and Trademark Office,Patent applications,2017,97.382004
Luxembourg,United States Patent and Trademark Office,Patent grants,2017,74.053398
Luxembourg,European Patent Office,Patent applications,2018,94.382103
Luxembourg,European Patent Office,Patent grants,2018,55.258701
Luxembourg,World Intellectual Property Organization,Patent applications,2018,75.086113
Luxembourg,United States Patent and Trademark Office,Patent applications,2018,75.993301
Luxembourg,United States Patent and Trademark Office,Patent grants,2018,55.392899
Luxembourg,European Patent Office,Patent applications,2019,118.8937
Luxembourg,European Patent Office,Patent grants,2019,58.900799
Luxembourg,World Intellectual Property Organization,Patent applications,2019,81.431732
Luxembourg,United States Patent and Trademark Office,Patent applications,2019,99.713699
Luxembourg,United States Patent and Trademark Office,Patent grants,2019,58.009899
Luxembourg,European Patent Office,Patent applications,2020,145.1234
Luxembourg,European Patent Office,Patent grants,2020,54.940899
Luxembourg,World Intellectual Property Organization,Patent applications,2020,108.66984
Luxembourg,United States Patent and Trademark Office,Patent applications,2020,107.5421
Luxembourg,United States Patent and Trademark Office,Patent grants,2020,37.3302
Luxembourg,European Patent Office,Patent applications,2021,123.4786
Luxembourg,European Patent Office,Patent grants,2021,35.266701
Luxembourg,World Intellectual Property Organization,Patent applications,2021,93.495239
Luxembourg,United States Patent and Trademark Office,Patent applications,2021,96.147301
Luxembourg,United States Patent and Trademark Office,Patent grants,2021,26.252001
Luxembourg,European Patent Office,Patent applications,2022,95.106102
Luxembourg,World Intellectual Property Organization,Patent applications,2022,87.839684
Luxembourg,United States Patent and Trademark Office,Patent applications,2022,48.404499
Luxembourg,World Intellectual Property Organization,Patent applications,2023,90.225006
Luxembourg,World Intellectual Property Organization,Patent applications,2024,90.829659
Mexico,European Patent Office,Patent applications,2009,63.825001
Mexico,European Patent Office,Patent grants,2009,25.375
Mexico,World Intellectual Property Organization,Patent applications,2009,208.25119
Mexico,United States Patent and Trademark Office,Patent applications,2009,221.9189
Mexico,United States Patent and Trademark Office,Patent grants,2009,119.0316
Mexico,European Patent Office,Patent applications,2010,65.144096
Mexico,European Patent Office,Patent grants,2010,23.327499
Mexico,World Intellectual Property Organization,Patent applications,2010,236.8306
Mexico,United States Patent and Trademark Office,Patent applications,2010,258.08661
Mexico,United States Patent and Trademark Office,Patent grants,2010,150.2032
Mexico,European Patent Office,Patent applications,2011,79.286003
Mexico,European Patent Office,Patent grants,2011,39.4151
Mexico,World Intellectual Property Organization,Patent applications,2011,219.56691
Mexico,United States Patent and Trademark Office,Patent applications,2011,263.86429
Mexico,United States Patent and Trademark Office,Patent grants,2011,177.3813
Mexico,European Patent Office,Patent applications,2012,70.891197
Mexico,European Patent Office,Patent grants,2012,32.713902
Mexico,World Intellectual Property Organization,Patent applications,2012,239.29243
Mexico,United States Patent and Trademark Office,Patent applications,2012,319.95499
Mexico,United States Patent and Trademark Office,Patent grants,2012,207.67281
Mexico,European Patent Office,Patent applications,2013,81.857903
Mexico,European Patent Office,Patent grants,2013,43.077599
Mexico,World Intellectual Property Organization,Patent applications,2013,273.52902
Mexico,United States Patent and Trademark Office,Patent applications,2013,305.16229
Mexico,United States Patent and Trademark Office,Patent grants,2013,201.7794
Mexico,European Patent Office,Patent applications,2014,94.913101
Mexico,European Patent Office,Patent grants,2014,48.7714
Mexico,World Intellectual Property Organization,Patent applications,2014,311.92142
Mexico,United States Patent and Trademark Office,Patent applications,2014,376.9567
Mexico,United States Patent and Trademark Office,Patent grants,2014,262.38062
Mexico,European Patent Office,Patent applications,2015,88.6007
Mexico,European Patent Office,Patent grants,2015,49.043701
Mexico,World Intellectual Property Organization,Patent applications,2015,334.76883
Mexico,United States Patent and Trademark Office,Patent applications,2015,416.07211
Mexico,United States Patent and Trademark Office,Patent grants,2015,297.85229
Mexico,European Patent Office,Patent applications,2016,89.1063
Mexico,European Patent Office,Patent grants,2016,46.4492
Mexico,World Intellectual Property Organization,Patent applications,2016,316.80951
Mexico,United States Patent and Trademark Office,Patent applications,2016,456.48279
Mexico,United States Patent and Trademark Office,Patent grants,2016,335.7066
Mexico,European Patent Office,Patent applications,2017,82.286499
Mexico,European Patent Office,Patent grants,2017,37.377201
Mexico,World Intellectual Property Organization,Patent applications,2017,300.57892
Mexico,United States Patent and Trademark Office,Patent applications,2017,433.6926
Mexico,United States Patent and Trademark Office,Patent grants,2017,338.37161
Mexico,European Patent Office,Patent applications,2018,80.138901
Mexico,European Patent Office,Patent grants,2018,27.194401
Mexico,World Intellectual Property Organization,Patent applications,2018,251.40759
Mexico,United States Patent and Trademark Office,Patent applications,2018,403.55829
Mexico,United States Patent and Trademark Office,Patent grants,2018,309.2446
Mexico,European Patent Office,Patent applications,2019,79.304901
Mexico,European Patent Office,Patent grants,2019,25.6381
Mexico,World Intellectual Property Organization,Patent applications,2019,209.12073
Mexico,United States Patent and Trademark Office,Patent applications,2019,327.58521
Mexico,United States Patent and Trademark Office,Patent grants,2019,243.8578
Mexico,European Patent Office,Patent applications,2020,76.042397
Mexico,European Patent Office,Patent grants,2020,14.0298
Mexico,World Intellectual Property Organization,Patent applications,2020,197.8472
Mexico,United States Patent and Trademark Office,Patent applications,2020,325.14969
Mexico,United States Patent and Trademark Office,Patent grants,2020,201.593
Mexico,European Patent Office,Patent applications,2021,65.680199
Mexico,European Patent Office,Patent grants,2021,10.9957
Mexico,World Intellectual Property Organization,Patent applications,2021,234.92738
Mexico,United States Patent and Trademark Office,Patent applications,2021,298.08929
Mexico,United States Patent and Trademark Office,Patent grants,2021,168.16319
Mexico,European Patent Office,Patent applications,2022,69.227798
Mexico,World Intellectual Property Organization,Patent applications,2022,201.93056
Mexico,United States Patent and Trademark Office,Patent applications,2022,270.44809
Mexico,World Intellectual Property Organization,Patent applications,2023,205.44592
Mexico,World Intellectual Property Organization,Patent applications,2024,214.76131
Netherlands,European Patent Office,Patent applications,2009,3730.3445
Netherlands,World Intellectual Property Organization,Patent applications,2009,3248.2461
Netherlands,United States Patent and Trademark Office,Patent grants,2009,2100.0955
Netherlands,European Patent Office,Patent applications,2010,3217.5847
Netherlands,World Intellectual Property Organization,Patent applications,2010,2941.9277
Netherlands,United States Patent and Trademark Office,Patent grants,2010,2003.3859
Netherlands,European Patent Office,Patent applications,2011,3647.9565
Netherlands,World Intellectual Property Organization,Patent applications,2011,3524.3074
Netherlands,United States Patent and Trademark Office,Patent grants,2011,2183.884
Netherlands,European Patent Office,Patent applications,2012,3599.6294
Netherlands,World Intellectual Property Organization,Patent applications,2012,3503.9971
Netherlands,United States Patent and Trademark Office,Patent grants,2012,2315.4114
Netherlands,European Patent Office,Patent applications,2013,3604.6362
Netherlands,World Intellectual Property Organization,Patent applications,2013,3529.209
Netherlands,United States Patent and Trademark Office,Patent grants,2013,2394.1743
Netherlands,European Patent Office,Patent applications,2014,3788.2737
Netherlands,World Intellectual Property Organization,Patent applications,2014,3632.3718
Netherlands,United States Patent and Trademark Office,Patent grants,2014,2673.6125
Netherlands,European Patent Office,Patent applications,2015,3877.7422
Netherlands,World Intellectual Property Organization,Patent applications,2015,3711.0574
Netherlands,United States Patent and Trademark Office,Patent grants,2015,2692.5029
Netherlands,European Patent Office,Patent applications,2016,3745.2444
Netherlands,World Intellectual Property Organization,Patent applications,2016,3514.8887
Netherlands,United States Patent and Trademark Office,Patent grants,2016,2550.1006
Netherlands,European Patent Office,Patent applications,2017,4205.2212
Netherlands,World Intellectual Property Organization,Patent applications,2017,3292.2996
Netherlands,United States Patent and Trademark Office,Patent grants,2017,2331.8911
Netherlands,European Patent Office,Patent applications,2018,4223.6958
Netherlands,World Intellectual Property Organization,Patent applications,2018,3374.7285
Netherlands,United States Patent and Trademark Office,Patent grants,2018,2177.6035
Netherlands,European Patent Office,Patent applications,2019,4305.7026
Netherlands,World Intellectual Property Organization,Patent applications,2019,3412.8635
Netherlands,United States Patent and Trademark Office,Patent grants,2019,1874.5061
Netherlands,European Patent Office,Patent applications,2020,4368.1953
Netherlands,World Intellectual Property Organization,Patent applications,2020,3457.1973
Netherlands,United States Patent and Trademark Office,Patent grants,2020,1189.6241
Netherlands,European Patent Office,Patent applications,2021,4529.29
Netherlands,World Intellectual Property Organization,Patent applications,2021,3649.2034
Netherlands,United States Patent and Trademark Office,Patent grants,2021,681.18091
Netherlands,European Patent Office,Patent applications,2022,4289.7407
Netherlands,World Intellectual Property Organization,Patent applications,2022,3726.7419
Netherlands,World Intellectual Property Organization,Patent applications,2023,3747.686
Netherlands,World Intellectual Property Organization,Patent applications,2024,3721.6108
New Zealand,European Patent Office,Patent grants,2009,89.101601
New Zealand,World Intellectual Property Organization,Patent applications,2009,324.31549
New Zealand,United States Patent and Trademark Office,Patent applications,2009,428.32709
New Zealand,United States Patent and Trademark Office,Patent grants,2009,262.7605
New Zealand,European Patent Office,Patent grants,2010,95.557098
New Zealand,World Intellectual Property Organization,Patent applications,2010,338.82574
New Zealand,United States Patent and Trademark Office,Patent applications,2010,414.72079
New Zealand,United States Patent and Trademark Office,Patent grants,2010,249.84979
New Zealand,European Patent Office,Patent grants,2011,130.55949
New Zealand,World Intellectual Property Organization,Patent applications,2011,328.80972
New Zealand,United States Patent and Trademark Office,Patent applications,2011,394.1102
New Zealand,United States Patent and Trademark Office,Patent grants,2011,250.0484
New Zealand,European Patent Office,Patent grants,2012,161.08099
New Zealand,World Intellectual Property Organization,Patent applications,2012,337.38724
New Zealand,United States Patent and Trademark Office,Patent applications,2012,570.08899
New Zealand,United States Patent and Trademark Office,Patent grants,2012,371.9537
New Zealand,European Patent Office,Patent grants,2013,146.35069
New Zealand,World Intellectual Property Organization,Patent applications,2013,363.00494
New Zealand,United States Patent and Trademark Office,Patent applications,2013,525.68042
New Zealand,United States Patent and Trademark Office,Patent grants,2013,345.31369
New Zealand,European Patent Office,Patent grants,2014,163.3853
New Zealand,World Intellectual Property Organization,Patent applications,2014,366.90549
New Zealand,United States Patent and Trademark Office,Patent applications,2014,576.92572
New Zealand,United States Patent and Trademark Office,Patent grants,2014,381.72021
New Zealand,European Patent Office,Patent grants,2015,131.3214
New Zealand,World Intellectual Property Organization,Patent applications,2015,311.31589
New Zealand,United States Patent and Trademark Office,Patent applications,2015,448.3877
New Zealand,United States Patent and Trademark Office,Patent grants,2015,296.21249
New Zealand,European Patent Office,Patent grants,2016,107.2829
New Zealand,World Intellectual Property Organization,Patent applications,2016,279.82581
New Zealand,United States Patent and Trademark Office,Patent applications,2016,390.10391
New Zealand,United States Patent and Trademark Office,Patent grants,2016,257.444
New Zealand,European Patent Office,Patent grants,2017,69.276199
New Zealand,World Intellectual Property Organization,Patent applications,2017,273.70279
New Zealand,United States Patent and Trademark Office,Patent applications,2017,394.60281
New Zealand,United States Patent and Trademark Office,Patent grants,2017,254.1313
New Zealand,European Patent Office,Patent grants,2018,56.652401
New Zealand,World Intellectual Property Organization,Patent applications,2018,272.05667
New Zealand,United States Patent and Trademark Office,Patent applications,2018,350.7399
New Zealand,United States Patent and Trademark Office,Patent grants,2018,213.9485
New Zealand,European Patent Office,Patent grants,2019,47.6679
New Zealand,World Intellectual Property Organization,Patent applications,2019,282.64523
New Zealand,United States Patent and Trademark Office,Patent applications,2019,361.0004
New Zealand,United States Patent and Trademark Office,Patent grants,2019,183.1048
New Zealand,European Patent Office,Patent grants,2020,16.2167
New Zealand,World Intellectual Property Organization,Patent applications,2020,357.20407
New Zealand,United States Patent and Trademark Office,Patent applications,2020,424.72131
New Zealand,United States Patent and Trademark Office,Patent grants,2020,208.5372
New Zealand,European Patent Office,Patent grants,2021,8.125
New Zealand,World Intellectual Property Organization,Patent applications,2021,372.79694
New Zealand,United States Patent and Trademark Office,Patent applications,2021,361.33859
New Zealand,United States Patent and Trademark Office,Patent grants,2021,128.9857
New Zealand,World Intellectual Property Organization,Patent applications,2022,287.59677
New Zealand,United States Patent and Trademark Office,Patent applications,2022,130.5623
New Zealand,World Intellectual Property Organization,Patent applications,2023,319.22073
New Zealand,World Intellectual Property Organization,Patent applications,2024,327.44138
Norway,European Patent Office,Patent applications,2009,609.64893
Norway,European Patent Office,Patent grants,2009,327.78369
Norway,World Intellectual Property Organization,Patent applications,2009,749.38739
Norway,United States Patent and Trademark Office,Patent applications,2009,731.22748
Norway,European Patent Office,Patent applications,2010,548.96722
Norway,European Patent Office,Patent grants,2010,346.26639
Norway,World Intellectual Property Organization,Patent applications,2010,733.84216
Norway,United States Patent and Trademark Office,Patent applications,2010,729.77362
Norway,European Patent Office,Patent applications,2011,516.26898
Norway,European Patent Office,Patent grants,2011,322.2702
Norway,World Intellectual Property Organization,Patent applications,2011,696.87897
Norway,United States Patent and Trademark Office,Patent applications,2011,721.83368
Norway,European Patent Office,Patent applications,2012,566.38599
Norway,European Patent Office,Patent grants,2012,353.27051
Norway,World Intellectual Property Organization,Patent applications,2012,713.38116
Norway,United States Patent and Trademark Office,Patent applications,2012,772.17578
Norway,European Patent Office,Patent applications,2013,561.73523
Norway,European Patent Office,Patent grants,2013,362.86539
Norway,World Intellectual Property Organization,Patent applications,2013,745.74792
Norway,United States Patent and Trademark Office,Patent applications,2013,797.737
Norway,European Patent Office,Patent applications,2014,515.82532
Norway,European Patent Office,Patent grants,2014,320.9852
Norway,World Intellectual Property Organization,Patent applications,2014,696.0863
Norway,United States Patent and Trademark Office,Patent applications,2014,771.1004
Norway,European Patent Office,Patent applications,2015,474.98059
Norway,European Patent Office,Patent grants,2015,303.92899
Norway,World Intellectual Property Organization,Patent applications,2015,659.70807
Norway,United States Patent and Trademark Office,Patent applications,2015,733.96759
Norway,European Patent Office,Patent applications,2016,600.54022
Norway,European Patent Office,Patent grants,2016,381.25931
Norway,World Intellectual Property Organization,Patent applications,2016,804.43414
Norway,United States Patent and Trademark Office,Patent applications,2016,859.3457
Norway,European Patent Office,Patent applications,2017,589.81879
Norway,European Patent Office,Patent grants,2017,380.61511
Norway,World Intellectual Property Organization,Patent applications,2017,752.50781
Norway,United States Patent and Trademark Office,Patent applications,2017,838.24353
Norway,European Patent Office,Patent applications,2018,626.34381
Norway,European Patent Office,Patent grants,2018,324.0726
Norway,World Intellectual Property Organization,Patent applications,2018,773.06049
Norway,United States Patent and Trademark Office,Patent applications,2018,780.60889
Norway,European Patent Office,Patent applications,2019,542.48328
Norway,European Patent Office,Patent grants,2019,232.0619
Norway,World Intellectual Property Organization,Patent applications,2019,683.16693
Norway,United States Patent and Trademark Office,Patent applications,2019,679.62299
Norway,European Patent Office,Patent applications,2020,589.01019
Norway,European Patent Office,Patent grants,2020,158.1667
Norway,World Intellectual Property Organization,Patent applications,2020,715.41016
Norway,United States Patent and Trademark Office,Patent applications,2020,650.12659
Norway,European Patent Office,Patent applications,2021,635.06189
Norway,European Patent Office,Patent grants,2021,106.844
Norway,World Intellectual Property Organization,Patent applications,2021,779.57739
Norway,United States Patent and Trademark Office,Patent applications,2021,731.3866
Norway,European Patent Office,Patent applications,2022,513.62
Norway,World Intellectual Property Organization,Patent applications,2022,696.38287
Norway,United States Patent and Trademark Office,Patent applications,2022,364.09839
Norway,World Intellectual Property Organization,Patent applications,2023,700.09418
Norway,World Intellectual Property Organization,Patent applications,2024,727.68359
Poland,European Patent Office,Patent applications,2009,293.6626
Poland,European Patent Office,Patent grants,2009,146.4769
Poland,World Intellectual Property Organization,Patent applications,2009,256.26563
Poland,United States Patent and Trademark Office,Patent applications,2009,171.8911
Poland,European Patent Office,Patent applications,2010,370.41711
Poland,European Patent Office,Patent grants,2010,200.05791
Poland,World Intellectual Property Organization,Patent applications,2010,278.32782
Poland,United States Patent and Trademark Office,Patent applications,2010,237.89371
Poland,European Patent Office,Patent applications,2011,387.63571
Poland,European Patent Office,Patent grants,2011,215.03329
Poland,World Intellectual Property Organization,Patent applications,2011,294.23453
Poland,United States Patent and Trademark Office,Patent applications,2011,233.76711
Poland,European Patent Office,Patent applications,2012,488.9035
Poland,European Patent Office,Patent grants,2012,271.2244
Poland,World Intellectual Property Organization,Patent applications,2012,370.40372
Poland,United States Patent and Trademark Office,Patent applications,2012,336.39169
Poland,European Patent Office,Patent applications,2013,476.81769
Poland,European Patent Office,Patent grants,2013,256.60291
Poland,World Intellectual Property Organization,Patent applications,2013,378.75714
Poland,United States Patent and Trademark Office,Patent applications,2013,343.6929
Poland,European Patent Office,Patent applications,2014,567.28528
Poland,European Patent Office,Patent grants,2014,283.62741
Poland,World Intellectual Property Organization,Patent applications,2014,425.56631
Poland,United States Patent and Trademark Office,Patent applications,2014,381.1254
Poland,European Patent Office,Patent applications,2015,692.79907
Poland,European Patent Office,Patent grants,2015,364.50751
Poland,World Intellectual Property Organization,Patent applications,2015,543.21515
Poland,United States Patent and Trademark Office,Patent applications,2015,480.1311
Poland,European Patent Office,Patent applications,2016,547.36292
Poland,European Patent Office,Patent grants,2016,332.2771
Poland,World Intellectual Property Organization,Patent applications,2016,398.69675
Poland,United States Patent and Trademark Office,Patent applications,2016,453.10889
Poland,European Patent Office,Patent applications,2017,601.60168
Poland,European Patent Office,Patent grants,2017,360.58051
Poland,World Intellectual Property Organization,Patent applications,2017,373.66354
Poland,United States Patent and Trademark Office,Patent applications,2017,474.37579
Poland,European Patent Office,Patent applications,2018,684.15198
Poland,European Patent Office,Patent grants,2018,376.98511
Poland,World Intellectual Property Organization,Patent applications,2018,424.49649
Poland,United States Patent and Trademark Office,Patent applications,2018,578.66632
Poland,European Patent Office,Patent applications,2019,622.77069
Poland,European Patent Office,Patent grants,2019,288.38889
Poland,World Intellectual Property Organization,Patent applications,2019,418.6839
Poland,United States Patent and Trademark Office,Patent applications,2019,526.67273
Poland,European Patent Office,Patent applications,2020,701.37042
Poland,European Patent Office,Patent grants,2020,271.18771
Poland,World Intellectual Property Organization,Patent applications,2020,497.70413
Poland,United States Patent and Trademark Office,Patent applications,2020,585.30688
Poland,European Patent Office,Patent applications,2021,738.2915
Poland,European Patent Office,Patent grants,2021,207.9912
Poland,World Intellectual Property Organization,Patent applications,2021,444.8436
Poland,United States Patent and Trademark Office,Patent applications,2021,587.34723
Poland,European Patent Office,Patent applications,2022,756.09009
Poland,World Intellectual Property Organization,Patent applications,2022,428.83936
Poland,United States Patent and Trademark Office,Patent applications,2022,448.98181
Poland,World Intellectual Property Organization,Patent applications,2023,449.19339
Poland,World Intellectual Property Organization,Patent applications,2024,442.5163
Portugal,European Patent Office,Patent applications,2009,95.783302
Portugal,World Intellectual Property Organization,Patent applications,2009,139.88095
Portugal,United States Patent and Trademark Office,Patent applications,2009,94.738098
Portugal,United States Patent and Trademark Office,Patent grants,2009,48.254799
Portugal,European Patent Office,Patent applications,2010,100.9127
Portugal,World Intellectual Property Organization,Patent applications,2010,136.66988
Portugal,United States Patent and Trademark Office,Patent applications,2010,89.102798
Portugal,United States Patent and Trademark Office,Patent grants,2010,56.0714
Portugal,European Patent Office,Patent applications,2011,125.3127
Portugal,World Intellectual Property Organization,Patent applications,2011,149.04326
Portugal,United States Patent and Trademark Office,Patent applications,2011,125.806
Portugal,United States Patent and Trademark Office,Patent grants,2011,69.088898
Portugal,European Patent Office,Patent applications,2012,116.3354
Portugal,World Intellectual Property Organization,Patent applications,2012,145.03615
Portugal,United States Patent and Trademark Office,Patent applications,2012,118.5227
Portugal,United States Patent and Trademark Office,Patent grants,2012,71.946098
Portugal,European Patent Office,Patent applications,2013,152.4552
Portugal,World Intellectual Property Organization,Patent applications,2013,163.91469
Portugal,United States Patent and Trademark Office,Patent applications,2013,123.9988
Portugal,United States Patent and Trademark Office,Patent grants,2013,71.701202
Portugal,European Patent Office,Patent applications,2014,144.7675
Portugal,World Intellectual Property Organization,Patent applications,2014,157.54842
Portugal,United States Patent and Trademark Office,Patent applications,2014,139.57339
Portugal,United States Patent and Trademark Office,Patent grants,2014,91.694397
Portugal,European Patent Office,Patent applications,2015,224.0201
Portugal,World Intellectual Property Organization,Patent applications,2015,222.62941
